client_id,cluster,client_type,gender,country,region,acquisition_purpose,loan_applied,referral_channel,age,satisfaction_score,property_count,total_property_value,average_property_value,average_floor_area
C0459,0,Individual,M,USA,California,Home,No,Agency,70,3,3,821716.14,273905.38,945.65
C0460,2,Individual,F,USA,Virginia,Home,No,Website,33,1,3,1061349.03,353783.01,1078.7866666666666
C0461,0,Individual,M,USA,Arizona,Home,No,Agency,65,1,3,986630.39,328876.7966666667,1157.47
C0462,0,Individual,M,Australia,Victoria,Home,No,Agency,82,2,4,1606667.68,401666.92,1316.0375
C0463,3,Individual,M,USA,California,Home,No,Client,55,5,4,1235094.73,308773.6825,989.46
C0464,7,Individual,M,USA,Florida,Home,No,Website,51,5,4,1455550.0,363887.5,1276.8225
C0465,7,Individual,M,USA,California,Home,No,Website,76,3,3,707799.9199999999,235933.30666666664,839.1433333333334
C0466,5,Individual,F,USA,Virginia,Investment,No,Website,37,2,4,1228651.21,307162.8025,1030.21
C0467,8,Individual,F,USA,Ohio,Home,Yes,Agency,73,1,3,976066.93,325355.64333333337,1155.6966666666667
C0468,6,Individual,M,Mexico,Jalisco,Investment,Yes,Website,73,3,3,1267396.7999999998,422465.5999999999,1386.32
C0469,7,Individual,M,USA,California,Home,No,Website,28,2,4,1518476.47,379619.1175,1265.3825
C0470,0,Individual,F,USA,Oregon,Home,No,Agency,62,1,3,862552.54,287517.51333333337,883.7466666666666
C0471,4,Individual,M,USA,Utah,Investment,No,Agency,41,3,3,1084997.39,361665.79666666663,1209.64
C0472,7,Individual,M,USA,California,Home,No,Website,74,4,3,1277486.3699999999,425828.79,1394.21
C0473,0,Individual,F,USA,California,Home,No,Agency,44,3,4,1304527.6600000001,326131.91500000004,1042.725
C0474,7,Individual,M,USA,Nevada,Home,No,Website,30,1,4,962015.29,240503.8225,824.2025
C0475,6,Individual,M,Belgium,Wallonia,Investment,Yes,Agency,79,2,3,1234470.16,411490.0533333333,1371.6133333333335
C0476,0,Individual,M,USA,Florida,Home,No,Agency,28,3,4,1485303.01,371325.7525,1299.3675
C0477,6,Individual,M,USA,California,Investment,Yes,Website,41,4,3,1535114.88,511704.95999999996,1452.2633333333333
C0478,5,Individual,F,USA,Ohio,Investment,No,Website,85,4,3,774892.79,258297.59666666668,997.4133333333333
C0479,8,Individual,F,USA,California,Home,Yes,Agency,47,2,4,1172782.93,293195.7325,956.6725
C0480,1,Individual,M,USA,California,Home,Yes,Website,51,4,4,1033261.03,258315.2575,827.2
C0481,0,Individual,M,USA,Arizona,Home,No,Agency,49,3,4,1365460.24,341365.06,1040.8899999999999
C0482,6,Individual,F,USA,New York,Investment,Yes,Agency,45,3,3,1006132.77,335377.59,1155.4633333333334
C0483,5,Individual,M,USA,Arizona,Investment,No,Website,40,1,3,881113.79,293704.5966666667,934.8733333333333
C0484,5,Individual,F,USA,Texas,Investment,No,Website,36,3,4,1313240.67,328310.1675,1114.105
C0485,2,Individual,F,USA,Arizona,Home,No,Website,34,2,3,1000841.1799999999,333613.7266666666,1144.8033333333333
C0486,6,Individual,M,USA,California,Investment,Yes,Website,26,2,3,1090587.66,363529.22,1175.45
C0487,2,Individual,F,USA,Washington,Home,No,Website,34,5,4,1576272.71,394068.1775,1295.0975
C0488,4,Individual,F,USA,California,Investment,No,Agency,46,4,4,1218265.3599999999,304566.33999999997,990.9875000000001
C0489,5,Individual,M,Germany,Berlin,Investment,No,Website,75,2,3,1025274.77,341758.25666666665,1102.8633333333335
C0490,6,Individual,F,USA,Nevada,Investment,Yes,Website,71,5,3,1292367.93,430789.31,1240.6066666666666
C0491,7,Individual,M,USA,Washington,Home,No,Website,84,2,3,1106379.8,368793.26666666666,1168.3833333333334
C0492,1,Individual,M,USA,Utah,Home,Yes,Website,25,3,4,1300917.1,325229.275,1008.6625
C0493,7,Individual,M,USA,Colorado,Home,No,Website,71,3,4,1312198.98,328049.745,1141.225
C0494,1,Individual,F,USA,California,Home,Yes,Website,35,3,4,1052676.65,263169.1625,911.0425
C0495,3,Individual,M,USA,California,Investment,No,Client,71,5,4,1246742.44,311685.61,984.9525
C0496,0,Individual,M,USA,California,Home,No,Agency,36,4,4,1120376.44,280094.11,947.7475000000001
C0497,6,Individual,F,USA,Arizona,Investment,Yes,Website,40,4,3,1330684.99,443561.66333333333,1438.2933333333333
C0498,1,Individual,F,Canada,Alberta,Home,Yes,Website,77,2,3,1007455.29,335818.43,1258.3999999999999
C0499,8,Individual,F,USA,Colorado,Home,Yes,Agency,79,3,3,897769.81,299256.60333333333,863.7633333333333
C0500,1,Individual,M,USA,California,Home,Yes,Website,48,4,3,1294944.52,431648.17333333334,1438.2933333333333
C0501,6,Individual,M,USA,Nevada,Investment,Yes,Agency,30,5,4,1741166.27,435291.5675,1454.35
C0502,2,Individual,F,USA,Arizona,Home,No,Website,59,4,4,1537989.75,384497.4375,1324.385
C0503,3,Individual,M,USA,Utah,Investment,Yes,Client,82,2,4,1432167.34,358041.835,1135.53
C0504,7,Individual,M,USA,Utah,Home,No,Website,33,2,4,1367188.58,341797.145,1108.6075
C0505,0,Individual,F,USA,Arizona,Home,No,Agency,30,3,3,1043535.21,347845.07,1125.17
C0506,0,Individual,M,USA,California,Home,No,Agency,58,5,3,1122203.03,374067.6766666667,1267.4066666666668
C0507,7,Individual,M,USA,New York,Home,No,Website,74,3,3,1062656.6099999999,354218.86999999994,1221.3833333333334
C0508,0,Individual,F,USA,Nevada,Home,No,Agency,56,5,3,833710.06,277903.35333333333,900.6166666666667
C0509,7,Individual,M,Belgium,Wallonia,Home,No,Website,69,3,4,1687930.25,421982.5625,1333.2775000000001
C0510,6,Individual,F,France,Brittany,Investment,Yes,Website,78,1,3,1094232.67,364744.2233333333,1243.8233333333333
C0511,2,Individual,F,UK,England,Home,No,Website,71,2,3,1090537.6,363512.5333333334,1179.5233333333333
C0512,3,Individual,F,USA,Arizona,Home,No,Client,80,1,3,1448158.1400000001,482719.38000000006,1654.4733333333334
C0513,8,Individual,M,USA,Florida,Home,Yes,Agency,26,2,3,974596.63,324865.54333333333,1049.5133333333333
C0514,1,Individual,F,USA,Oregon,Home,Yes,Website,48,1,4,1528027.54,382006.885,1316.0375
C0515,1,Individual,F,USA,California,Home,Yes,Website,62,1,4,1561824.93,390456.2325,1342.7925
C0516,7,Individual,M,USA,Utah,Home,No,Website,79,3,4,1437837.49,359459.3725,1196.8899999999999
C0517,3,Individual,M,USA,California,Home,No,Client,66,5,4,1115807.0,278951.75,939.4875
C0518,2,Company,F,USA,New York,Home,No,Website,63,3,4,1633111.65,408277.9125,1196.9724999999999
C0519,4,Individual,F,USA,Arizona,Investment,No,Agency,50,3,3,981719.26,327239.75333333336,1108.9966666666667
C0520,8,Individual,F,USA,Oregon,Home,Yes,Agency,55,3,3,1033523.16,344507.72000000003,1108.9966666666667
C0521,2,Individual,F,Canada,British Columbia,Home,No,Website,58,3,4,1074306.5,268576.625,872.6800000000001
C0522,0,Individual,F,USA,Virginia,Home,No,Agency,83,5,3,993023.13,331007.71,1240.6066666666666
C0523,0,Individual,F,USA,Colorado,Home,No,Agency,65,2,3,928962.95,309654.31666666665,1058.6633333333332
C0524,7,Individual,M,USA,Washington,Home,No,Website,72,3,3,801104.6900000001,267034.89666666667,897.3100000000001
C0525,8,Individual,M,USA,Arizona,Home,Yes,Agency,75,4,4,1629457.52,407364.38,1299.3274999999999
C0526,7,Individual,M,Germany,Bavaria,Home,No,Website,57,5,3,1301139.77,433713.25666666665,1592.1233333333332
C0527,7,Individual,M,USA,California,Home,No,Website,46,2,3,1138099.7,379366.56666666665,1299.5366666666666
C0528,3,Individual,M,USA,Washington,Investment,No,Client,25,2,3,1118472.87,372824.29000000004,1206.2733333333333
C0529,1,Individual,M,USA,Nevada,Home,Yes,Website,52,4,4,1268138.95,317034.7375,1098.1675
C0530,8,Individual,F,USA,Utah,Home,Yes,Agency,73,2,4,1559124.69,389781.1725,1246.7075
C0531,2,Individual,F,USA,California,Home,No,Website,49,1,4,1911300.7799999998,477825.19499999995,1510.65
C0532,2,Individual,F,Belgium,Flanders,Home,No,Website,46,2,4,1075202.77,268800.6925,990.9875000000001
C0533,4,Individual,M,USA,Nevada,Investment,No,Agency,62,1,4,990028.19,247507.0475,787.46
C0534,4,Individual,M,USA,California,Investment,No,Agency,67,1,3,1133195.2,377731.73333333334,1371.6133333333335
C0535,2,Individual,F,UK,Wales,Home,No,Agency,38,3,3,1299053.94,433017.98,1386.32
C0536,6,Individual,F,USA,Arizona,Investment,Yes,Website,69,5,3,983106.8400000001,327702.28,1104.51
C0537,3,Individual,M,USA,Florida,Home,No,Client,63,2,4,1490327.5,372581.875,1239.145
C0538,8,Individual,M,USA,California,Home,Yes,Agency,56,1,4,1206897.7000000002,301724.42500000005,1103.3225
C0539,6,Individual,M,USA,California,Investment,Yes,Agency,34,1,4,1645321.2,411330.3,1338.8999999999999
C0540,0,Individual,F,USA,New York,Home,No,Agency,28,3,3,494173.31,164724.43666666668,577.2433333333333
C0541,0,Individual,M,UK,Northern Ireland,Home,No,Agency,25,3,4,1721673.54,430418.385,1296.5625
C0542,7,Company,M,Mexico,Mexico City,Home,No,Website,40,3,4,1195819.4,298954.85,1024.3375
C0543,1,Individual,F,USA,Texas,Home,Yes,Website,78,2,3,753145.67,251048.55666666667,862.8699999999999
C0544,7,Individual,M,USA,Utah,Home,No,Website,51,2,4,1636756.28,409189.07,1326.2525
C0545,8,Individual,M,USA,Colorado,Home,Yes,Agency,83,1,3,1260126.39,420042.12999999995,1452.2633333333333
C0546,3,Individual,M,Canada,Manitoba,Home,No,Client,58,4,3,795528.06,265176.02,932.37
C0547,4,Individual,F,USA,California,Investment,No,Agency,78,2,4,1178457.95,294614.4875,1028.3225
C0548,0,Individual,M,USA,California,Home,No,Agency,45,2,3,1047476.9299999999,349158.9766666666,1186.4366666666667
C0549,7,Individual,M,USA,Florida,Home,No,Website,53,4,3,941219.76,313739.92,1082.75
C0550,0,Company,F,USA,Nevada,Home,No,Agency,58,1,4,1414568.09,353642.0225,1123.6174999999998
C0551,5,Individual,M,USA,California,Investment,No,Website,65,4,3,1007397.56,335799.1866666667,1110.6233333333332
C0552,4,Individual,M,USA,Virginia,Investment,No,Agency,60,3,3,1141476.56,380492.1866666667,1196.1733333333334
C0553,7,Individual,M,USA,Arizona,Home,No,Website,47,3,3,821534.9400000001,273844.98000000004,897.3100000000001
C0554,8,Individual,M,Australia,Victoria,Home,Yes,Agency,77,1,4,1643592.85,410898.2125,1295.2649999999999
C0555,6,Individual,M,USA,California,Investment,Yes,Agency,54,4,3,1064533.27,354844.42333333334,1162.6166666666666
C0556,7,Individual,M,USA,Colorado,Home,No,Website,67,5,3,1335478.18,445159.3933333333,1526.9566666666667
C0557,5,Individual,F,USA,Utah,Investment,No,Website,84,2,3,733161.98,244387.32666666666,791.0400000000001
C0558,2,Individual,F,Denmark,North Denmark,Home,No,Website,51,3,3,1033995.96,344665.32,1092.54
C0559,3,Company,M,USA,California,Home,No,Client,56,5,4,1004028.87,251007.2175,786.87
C0560,2,Individual,F,Australia,South Australia,Home,No,Website,37,3,3,1433718.12,477906.04000000004,1500.72
C0561,5,Company,F,USA,Arizona,Investment,No,Website,63,3,4,1589252.43,397313.1075,1298.145
C0562,6,Individual,F,USA,Utah,Investment,Yes,Website,85,5,4,1423675.7200000002,355918.93000000005,1154.105
C0563,8,Individual,M,USA,California,Home,Yes,Agency,34,2,4,1012807.9299999999,253201.98249999998,842.75
C0564,0,Individual,M,USA,Texas,Home,No,Agency,73,1,3,1135017.6,378339.2,1250.3066666666666
C0565,7,Individual,M,France,Brittany,Home,No,Website,40,1,3,1043494.3200000001,347831.44,1167.2766666666666
C0566,6,Individual,F,USA,Oregon,Investment,Yes,Agency,25,4,4,1167701.9,291925.475,965.295
C0567,6,Individual,F,Russia,Saint Petersburg,Investment,Yes,Agency,72,2,4,1869286.1,467321.525,1546.3875
C0568,7,Individual,M,USA,California,Home,No,Website,72,3,3,944335.88,314778.62666666665,1015.9399999999999
C0569,3,Individual,F,USA,California,Home,Yes,Client,54,5,3,1384749.3,461583.10000000003,1460.493333333333
C0570,1,Individual,F,France,Occitanie,Home,Yes,Website,60,5,4,1527210.47,381802.6175,1310.8225
C0571,7,Individual,M,USA,California,Home,No,Website,59,3,4,1549969.49,387492.3725,1458.93
C0572,5,Individual,F,USA,California,Investment,No,Website,32,5,4,1519677.44,379919.36,1228.8325
C0573,8,Company,M,USA,Georgia,Home,Yes,Agency,48,4,3,785842.76,261947.58666666667,849.7466666666668
C0574,0,Individual,M,USA,California,Home,No,Agency,57,2,4,1261906.32,315476.58,1052.2475
C0575,5,Individual,M,USA,California,Investment,No,Website,59,2,3,1018391.27,339463.75666666665,1107.81
C0576,3,Individual,M,Germany,Hamburg,Home,No,Client,66,1,3,1047406.79,349135.5966666667,1082.8966666666668
C0577,7,Individual,M,USA,Arizona,Home,No,Website,36,3,3,693899.0099999999,231299.66999999995,879.3433333333332
C0578,3,Individual,F,USA,Arizona,Home,Yes,Client,26,5,3,707276.53,235758.84333333335,899.7566666666667
C0579,5,Individual,M,USA,Texas,Investment,No,Website,84,3,3,1198428.6400000001,399476.2133333334,1299.5366666666666
C0580,3,Individual,F,USA,California,Home,Yes,Client,77,2,4,2158954.7800000003,539738.6950000001,1726.0575
C0581,6,Individual,F,USA,California,Investment,Yes,Website,68,5,4,1029755.56,257438.89,801.065
C0582,6,Individual,F,USA,Washington,Investment,Yes,Website,85,3,3,708559.1499999999,236186.3833333333,791.0400000000001
C0583,0,Individual,M,USA,California,Home,No,Agency,39,2,4,1237228.18,309307.045,996.7025
C0584,2,Individual,F,USA,California,Home,No,Website,43,5,3,1135691.62,378563.87333333335,1350.9733333333334
C0585,0,Individual,M,USA,Colorado,Home,No,Agency,64,3,4,1003690.1799999999,250922.54499999998,886.4275
C0586,3,Individual,M,USA,California,Home,Yes,Client,48,2,3,1226524.31,408841.4366666667,1286.4266666666667
C0587,2,Individual,F,USA,New York,Home,No,Website,33,4,4,1093439.8399999999,273359.95999999996,911.785
C0588,2,Individual,F,USA,Florida,Home,No,Website,36,2,4,1495976.1400000001,373994.03500000003,1271.345
C0589,3,Individual,M,USA,Texas,Investment,No,Client,79,5,4,1982246.22,495561.555,1699.3675
C0590,5,Individual,M,UK,Scotland,Investment,No,Website,59,2,4,1105388.8900000001,276347.22250000003,935.765
C0591,2,Individual,F,USA,Nevada,Home,No,Website,57,1,3,1336217.65,445405.8833333333,1460.493333333333
C0592,3,Individual,M,USA,Arizona,Investment,No,Client,53,2,3,787516.58,262505.5266666667,851.4266666666667
C0593,8,Individual,F,USA,California,Home,Yes,Agency,73,2,4,2012063.38,503015.845,1575.1075
C0594,0,Individual,F,USA,Utah,Home,No,Agency,83,1,3,1137572.87,379190.9566666667,1221.6766666666665
C0595,0,Individual,F,USA,Utah,Home,No,Agency,59,3,3,914304.97,304768.3233333333,934.4333333333334
C0596,0,Individual,M,USA,Nevada,Home,No,Agency,49,4,4,1094771.49,273692.8725,1023.9675
C0597,1,Individual,M,UK,Northern Ireland,Home,Yes,Website,39,2,3,976844.1699999999,325614.7233333333,1033.6200000000001
C0598,5,Individual,M,USA,Colorado,Investment,No,Website,76,4,4,1398930.7000000002,349732.67500000005,1135.53
C0599,0,Individual,F,Canada,Alberta,Home,No,Agency,27,2,3,1162815.78,387605.26,1354.0866666666668
C0600,3,Individual,M,USA,Oregon,Investment,No,Client,41,1,3,917709.61,305903.2033333333,1042.71
C0601,2,Individual,F,USA,California,Home,No,Website,53,4,4,1700411.72,425102.93,1307.3
C0602,0,Individual,M,Germany,Bavaria,Home,No,Agency,41,4,4,905508.82,226377.205,748.33
C0603,8,Individual,F,USA,New York,Home,Yes,Agency,32,4,4,1218095.3,304523.825,1027.81
C0604,0,Individual,F,Belgium,Wallonia,Home,No,Agency,27,1,3,791133.03,263711.01,919.0466666666666
C0605,8,Individual,M,USA,Utah,Home,Yes,Agency,51,4,4,1407314.33,351828.5825,1267.07
C0606,5,Individual,F,France,Ile-de-France,Investment,No,Website,76,1,3,1070969.53,356989.8433333333,1146.2633333333333
C0607,0,Individual,M,USA,California,Home,No,Agency,63,1,3,1125230.1199999999,375076.7066666666,1371.6133333333335
C0608,0,Individual,M,USA,California,Home,No,Agency,69,4,4,1201411.56,300352.89,1018.5225
C0609,0,Individual,F,USA,Washington,Home,No,Agency,64,4,4,1307567.64,326891.91,1255.1325000000002
C0610,5,Individual,F,USA,California,Investment,No,Website,55,4,3,1178597.68,392865.8933333333,1339.73
C0611,0,Individual,M,USA,California,Home,No,Agency,75,4,4,1142671.94,285667.985,997.415
C0612,0,Individual,M,USA,Florida,Home,No,Agency,65,4,4,1671846.3,417961.575,1389.15
C0613,0,Individual,F,Australia,Victoria,Home,No,Agency,30,4,3,1186019.52,395339.84,1366.5633333333335
C0614,1,Individual,M,UK,Wales,Home,Yes,Website,54,3,4,1025958.38,256489.595,858.9825
C0615,1,Individual,M,USA,Utah,Home,Yes,Website,69,2,4,919002.01,229750.5025,748.33
C0616,6,Individual,F,USA,Virginia,Investment,Yes,Agency,62,1,3,1013364.3,337788.10000000003,1074.6233333333332
C0617,1,Individual,F,USA,Ohio,Home,Yes,Website,39,5,3,766861.21,255620.40333333332,849.6366666666667
C0618,0,Individual,M,USA,Texas,Home,No,Agency,57,3,3,982803.0,327601.0,1113.29
C0619,2,Individual,F,USA,Washington,Home,No,Website,55,4,3,1411977.41,470659.13666666666,1471.8999999999999
C0620,2,Individual,F,France,Brittany,Home,No,Website,65,3,3,1532429.29,510809.76333333337,1504.28
C0621,6,Individual,M,Germany,Bavaria,Investment,Yes,Agency,43,3,3,791609.11,263869.7033333333,869.7866666666667
C0622,3,Individual,F,USA,Washington,Investment,No,Client,38,2,3,869334.73,289778.24333333335,980.8699999999999
C0623,3,Individual,M,USA,Florida,Investment,Yes,Client,39,3,4,1410333.45,352583.3625,1146.02
C0624,4,Individual,M,USA,Nevada,Investment,No,Agency,25,3,3,1215611.54,405203.8466666667,1413.8666666666668
C0625,6,Individual,F,Belgium,Flanders,Investment,Yes,Agency,42,2,4,1000166.88,250041.72,851.0225
C0626,5,Individual,F,Germany,Hamburg,Investment,No,Website,57,2,3,1061694.1300000001,353898.0433333334,1244.5566666666666
C0627,2,Individual,F,USA,Arizona,Home,No,Agency,25,3,4,1870806.42,467701.605,1726.0575
C0628,8,Individual,M,Canada,British Columbia,Home,Yes,Agency,40,3,4,1623109.63,405777.4075,1250.39
C0629,4,Individual,F,USA,California,Investment,No,Agency,79,2,3,961721.77,320573.92333333334,1129.1766666666665
C0630,7,Individual,M,USA,California,Home,No,Website,60,2,4,1308077.6099999999,327019.40249999997,1075.5049999999999
C0631,2,Individual,F,USA,California,Home,No,Website,59,5,4,1534891.22,383722.805,1227.645
C0632,7,Individual,M,UK,Northern Ireland,Home,No,Website,77,4,4,1146845.98,286711.495,947.7475
C0633,0,Individual,F,USA,Nevada,Home,No,Agency,84,3,4,1207516.26,301879.065,928.745
C0634,6,Individual,M,USA,Washington,Investment,Yes,Website,45,4,3,1181693.63,393897.87666666665,1393.1066666666666
C0635,5,Individual,F,UK,Scotland,Investment,No,Website,65,5,3,1375700.03,458566.6766666667,1460.493333333333
C0636,2,Individual,F,France,Brittany,Home,No,Website,45,5,4,981810.0800000001,245452.52000000002,827.3575000000001
C0637,2,Individual,F,USA,California,Home,No,Website,58,2,4,1602478.07,400619.5175,1296.5625
C0638,1,Individual,M,USA,Ohio,Home,Yes,Website,50,5,4,1347045.42,336761.355,1204.4975
C0639,1,Individual,M,UK,Scotland,Home,Yes,Website,64,3,3,861670.72,287223.5733333333,1008.1300000000001
C0640,0,Individual,F,USA,Utah,Home,No,Agency,58,3,3,772950.1699999999,257650.05666666664,915.6366666666667
C0641,0,Company,M,USA,Arizona,Home,No,Agency,31,2,3,1217213.26,405737.75333333336,1240.6066666666666
C0642,2,Individual,F,USA,California,Home,No,Website,58,4,3,1027140.61,342380.2033333333,1161.5433333333333
C0643,2,Individual,F,USA,California,Home,No,Website,51,5,3,928645.01,309548.33666666667,1016.5033333333334
C0644,8,Individual,F,USA,California,Home,Yes,Agency,69,4,3,1549624.23,516541.41,1630.1366666666665
C0645,3,Individual,M,USA,Nevada,Home,No,Client,37,2,3,731453.53,243817.84333333335,862.11
C0646,4,Individual,F,USA,Arizona,Investment,No,Agency,30,5,3,1325311.83,441770.61000000004,1464.0166666666667
C0647,2,Individual,F,USA,California,Home,No,Agency,79,4,4,2115520.42,528880.105,1676.3825
C0648,1,Individual,F,USA,California,Home,Yes,Website,26,1,4,1142985.38,285746.345,984.6475
C0649,0,Individual,F,USA,California,Home,No,Agency,30,4,4,1401448.51,350362.1275,1136.6925
C0650,3,Company,M,France,Occitanie,Home,Yes,Client,49,3,3,799742.26,266580.75333333336,932.37
C0651,0,Company,M,USA,Washington,Home,No,Agency,32,1,4,1077094.73,269273.6825,948.7574999999999
C0652,2,Individual,F,USA,Washington,Home,No,Website,32,2,3,904157.22,301385.74,985.5433333333334
C0653,3,Individual,M,USA,Ohio,Home,No,Client,55,2,4,1215543.15,303885.7875,1053.27
C0654,1,Individual,M,USA,New York,Home,Yes,Website,65,2,3,865293.89,288431.2966666667,1015.9399999999999
C0655,8,Individual,F,USA,Nevada,Home,Yes,Agency,75,1,3,1071763.22,357254.4066666667,1138.4233333333334
C0656,3,Individual,F,USA,Colorado,Home,No,Client,48,5,4,1288383.38,322095.845,1190.4075
C0657,0,Individual,M,USA,California,Home,No,Agency,69,2,3,1258111.3199999998,419370.43999999994,1338.1466666666668
C0658,8,Individual,F,USA,Virginia,Home,Yes,Agency,26,3,3,1122021.28,374007.0933333333,1271.67
C0659,8,Individual,F,USA,California,Home,Yes,Agency,37,4,4,1000550.86,250137.715,832.615
C0660,3,Individual,M,USA,Arizona,Home,Yes,Client,34,4,3,1148308.35,382769.45,1337.0533333333333
C0661,2,Individual,F,Canada,Manitoba,Home,No,Website,64,3,4,1627713.0499999998,406928.26249999995,1299.3274999999999
C0662,5,Individual,F,USA,California,Investment,No,Website,68,3,4,1520239.97,380059.9925,1175.235
C0663,8,Individual,M,USA,California,Home,Yes,Agency,67,2,4,1544313.34,386078.335,1234.8075
C0664,6,Individual,M,Canada,Alberta,Investment,Yes,Website,67,5,4,1063024.57,265756.1425,897.47
C0665,4,Individual,M,USA,Colorado,Investment,No,Agency,66,1,3,704886.02,234962.00666666668,765.68
C0666,5,Individual,F,USA,California,Investment,No,Website,77,1,4,1532074.27,383018.5675,1271.345
C0667,4,Individual,M,USA,Arizona,Investment,No,Agency,59,2,4,1486560.06,371640.015,1295.2649999999999
C0668,6,Individual,F,France,Ile-de-France,Investment,Yes,Website,47,4,4,987175.01,246793.7525,824.2025
C0669,2,Individual,F,Canada,British Columbia,Home,No,Agency,67,3,3,1366533.49,455511.16333333333,1599.3433333333332
C0670,5,Company,M,USA,Nevada,Investment,No,Website,49,4,3,1631973.5499999998,543991.1833333332,1800.45
C0671,3,Individual,M,USA,Colorado,Home,Yes,Client,84,4,3,759678.12,253226.04,849.6366666666667
C0672,2,Individual,F,USA,California,Home,No,Website,58,2,3,1301968.05,433989.35000000003,1452.2633333333333
C0673,2,Individual,F,USA,California,Home,No,Website,60,4,3,870503.9000000001,290167.96666666673,1012.96
C0674,5,Individual,F,USA,California,Investment,No,Website,39,4,4,1733438.52,433359.63,1365.9450000000002
C0675,2,Individual,F,USA,Texas,Home,No,Website,56,5,3,1117159.17,372386.38999999996,1113.29
C0676,0,Individual,F,USA,Nevada,Home,No,Agency,83,2,3,1022396.03,340798.6766666667,989.0566666666667
C0677,4,Individual,M,USA,Arizona,Investment,No,Agency,44,2,4,1217015.1099999999,304253.77749999997,1024.3375
C0678,1,Individual,M,USA,California,Home,Yes,Website,53,4,3,904050.87,301350.29,897.3100000000001
C0679,2,Individual,F,USA,Nevada,Home,No,Agency,61,1,4,1945371.6800000002,486342.92000000004,1726.0575
C0680,4,Individual,M,USA,Utah,Investment,No,Agency,60,2,4,1533727.71,383431.9275,1333.2775
C0681,0,Company,F,USA,California,Home,No,Agency,48,3,4,736696.97,184174.2425,658.8625
C0682,7,Individual,M,USA,California,Home,No,Website,52,5,4,1436006.22,359001.555,1214.5625
C0683,8,Individual,M,USA,Colorado,Home,Yes,Agency,77,2,3,1216565.53,405521.8433333333,1463.22
C0684,0,Individual,M,USA,California,Home,No,Agency,40,1,4,1402625.45,350656.3625,1120.62
C0685,0,Individual,F,USA,Washington,Home,No,Agency,38,5,3,1129835.06,376611.6866666667,1228.5033333333333
C0686,1,Individual,M,USA,California,Home,Yes,Website,62,1,3,1250166.33,416722.11000000004,1369.7300000000002
C0687,1,Individual,F,USA,Utah,Home,Yes,Website,67,3,4,1532604.0,383151.0,1210.7375000000002
C0688,6,Individual,F,USA,Colorado,Investment,Yes,Website,57,5,4,1093762.42,273440.605,868.5725
C0689,2,Individual,F,USA,California,Home,No,Website,27,4,3,1051259.37,350419.79000000004,1186.05
C0690,8,Individual,F,USA,Oregon,Home,Yes,Agency,40,4,4,1402023.24,350505.81,1150.3275
C0691,4,Individual,M,USA,California,Investment,No,Agency,82,4,4,948552.89,237138.2225,816.16
C0692,4,Individual,M,USA,Georgia,Investment,No,Agency,61,3,4,1206585.87,301646.4675,1011.5875
C0693,6,Individual,M,USA,California,Investment,Yes,Agency,68,5,4,1831502.92,457875.73,1498.6825
C0694,5,Company,M,UK,Scotland,Investment,No,Website,36,2,4,1287767.07,321941.7675,1063.04
C0695,7,Individual,M,USA,Washington,Home,No,Website,78,4,3,870451.65,290150.55,934.8733333333333
C0696,6,Individual,F,USA,Washington,Investment,Yes,Agency,31,5,4,1417025.49,354256.3725,1246.6175
C0697,6,Individual,M,USA,California,Investment,Yes,Agency,39,4,4,1203571.2,300892.8,1036.6525
C0698,1,Individual,F,USA,California,Home,Yes,Website,79,2,4,1560635.51,390158.8775,1286.9575
C0699,8,Individual,M,USA,Washington,Home,Yes,Agency,39,1,3,1292445.15,430815.05,1357.1933333333334
C0700,2,Individual,F,USA,Washington,Home,No,Website,81,5,3,724453.7,241484.56666666665,851.4266666666667
C0701,5,Individual,F,UK,England,Investment,No,Website,63,1,4,1318537.76,329634.44,1050.5725
C0702,0,Individual,M,USA,Arizona,Home,No,Agency,59,5,3,1215022.0,405007.3333333333,1303.7766666666666
C0703,7,Company,M,USA,Colorado,Home,No,Website,41,3,3,938073.5700000001,312691.19,1023.8800000000001
C0704,0,Individual,F,USA,Georgia,Home,No,Agency,83,4,3,1130778.86,376926.2866666667,1194.9266666666665
C0705,7,Individual,M,USA,Nevada,Home,No,Website,85,3,3,1643383.67,547794.5566666666,1680.5266666666666
C0706,3,Individual,M,UK,England,Investment,No,Client,41,2,3,1034954.84,344984.94666666666,1162.6166666666666
C0707,1,Individual,M,USA,Virginia,Home,Yes,Website,30,5,4,1171255.22,292813.805,956.935
C0708,3,Individual,M,USA,California,Home,No,Client,61,2,3,1539340.8699999999,513113.6233333333,1523.6933333333334
C0709,8,Individual,F,USA,Georgia,Home,Yes,Agency,43,2,4,1233960.52,308490.13,1009.23
C0710,8,Individual,M,USA,Oregon,Home,Yes,Agency,79,2,4,1158001.3599999999,289500.33999999997,939.3575
C0711,4,Individual,F,USA,California,Investment,No,Agency,30,3,4,1045658.54,261414.635,905.7525
C0712,0,Individual,M,USA,California,Home,No,Agency,34,1,3,701688.31,233896.10333333336,842.68
C0713,4,Individual,F,USA,California,Investment,No,Agency,28,3,3,946537.74,315512.58,1125.17
C0714,7,Individual,M,Russia,Saint Petersburg,Home,No,Website,49,3,3,1520218.18,506739.3933333333,1680.5266666666666
C0715,2,Individual,F,USA,Utah,Home,No,Website,43,3,3,1151372.75,383790.9166666667,1340.7666666666667
